Timestamp,ReceptionTime,Timestamp,O2Concentration_4330f,AirSaturation_4330f,Temperature_4330f,CalPhase_4330f,TCPhase_4330f,C1RPh_4330f,C2RPh_4330f,C1Amp_4330f,C2Amp_4330f,RawTemp_4330f
1425313305.0,2015-03-12 18:54:20.818045,2015-03-02 16:21:45.534395,274.338,97.262,20.275,27.887,30.288,34.186,3.899,332.6,495.5,285.4
1425313320.0,2015-03-12 18:54:35.860323,2015-03-02 16:22:00.581805,277.591,98.424,20.28,27.757,30.163,34.027,3.864,333.6,495.7,285.2
1425313336.0,2015-03-12 18:54:51.318195,2015-03-02 16:22:16.037451,279.169,98.992,20.284,27.694,30.103,33.994,3.891,333.5,495.7,285.1
1425313351.0,2015-03-12 18:55:06.351700,2015-03-02 16:22:31.068516,289.615,102.705,20.288,27.297,29.722,33.645,3.923,333.6,496.0,284.9
1425313366.0,2015-03-12 18:55:21.391515,2015-03-02 16:22:46.108732,286.362,101.558,20.292,27.417,29.837,33.761,3.924,334.2,495.8,284.8
1425313381.0,2015-03-12 18:55:36.426197,2015-03-02 16:23:01.149774,279.7,99.203,20.296,27.669,30.079,33.994,3.915,333.7,496.3,284.7
1425313396.0,2015-03-12 18:55:51.898716,2015-03-02 16:23:16.617724,283.644,100.61,20.299,27.517,29.933,33.836,3.903,333.4,496.1,284.6
1425313411.0,2015-03-12 18:56:06.934689,2015-03-02 16:23:31.651852,286.246,101.539,20.302,27.417,29.837,33.754,3.917,333.3,495.6,284.5
1425313426.0,2015-03-12 18:56:21.962934,2015-03-02 16:23:46.682209,274.863,97.508,20.306,27.854,30.256,34.164,3.908,333.5,495.5,284.3
1425313441.0,2015-03-12 18:56:36.996808,2015-03-02 16:24:01.713768,283.144,100.452,20.309,27.532,29.947,33.879,3.932,333.8,495.8,284.2
1425313456.0,2015-03-12 18:56:52.019048,2015-03-02 16:24:16.744730,279.7,99.236,20.312,27.662,30.073,33.972,3.9,334.4,495.6,284.1
1425313471.0,2015-03-12 18:57:07.056315,2015-03-02 16:24:31.773743,279.313,99.105,20.315,27.676,30.086,33.978,3.892,333.6,495.6,284.0
1425313486.0,2015-03-12 18:57:22.096160,2015-03-02 16:24:46.813774,281.157,99.766,20.319,27.604,30.016,33.926,3.909,333.6,495.4,283.9
1425313502.0,2015-03-12 18:57:37.560145,2015-03-02 16:25:02.270207,279.451,99.166,20.322,27.669,30.078,33.989,3.911,333.8,495.9,283.8
1425313517.0,2015-03-12 18:57:52.597322,2015-03-02 16:25:17.314684,279.236,99.098,20.326,27.675,30.085,33.991,3.906,334.7,496.0,283.7
1425313532.0,2015-03-12 18:58:07.628023,2015-03-02 16:25:32.349726,279.72,99.278,20.33,27.655,30.065,33.971,3.905,334.2,496.2,283.6
1425313547.0,2015-03-12 18:58:22.668370,2015-03-02 16:25:47.387990,280.129,99.43,20.333,27.638,30.049,33.956,3.907,334.5,496.3,283.5
1425313562.0,2015-03-12 18:58:37.706683,2015-03-02 16:26:02.426201,278.975,99.027,20.337,27.681,30.09,33.992,3.902,334.5,496.3,283.3
1425313577.0,2015-03-12 18:58:52.756669,2015-03-02 16:26:17.456934,279.769,99.316,20.34,27.649,30.059,33.966,3.906,334.3,496.3,283.2
1425313592.0,2015-03-12 18:59:07.834214,2015-03-02 16:26:32.526742,278.286,98.795,20.343,27.705,30.113,34.018,3.905,334.3,496.4,283.1
1426189050.0,2015-03-12 19:37:28.217928,2015-03-12 19:37:30.044704,276.17,98.437,20.545,27.707,30.116,34.036,3.92,335.1,494.4,276.6
1426189065.0,2015-03-12 19:37:43.212610,2015-03-12 19:37:45.084097,275.63,98.248,20.547,27.728,30.135,34.051,3.916,335.3,494.4,276.5
1426189080.0,2015-03-12 19:37:58.249076,2015-03-12 19:38:00.130123,275.18,98.091,20.549,27.745,30.151,34.07,3.919,335.4,494.4,276.4
1426189095.0,2015-03-12 19:38:13.289995,2015-03-12 19:38:15.158854,275.62,98.252,20.551,27.726,30.134,34.053,3.919,335.1,494.4,276.4
1426189110.0,2015-03-12 19:38:28.311680,2015-03-12 19:38:30.180953,275.595,98.247,20.553,27.727,30.134,34.051,3.917,335.2,494.4,276.3
1426189125.0,2015-03-12 19:38:43.348694,2015-03-12 19:38:45.219743,275.235,98.123,20.555,27.74,30.147,34.064,3.918,335.0,494.3,276.2
1426189140.0,2015-03-12 19:38:58.382775,2015-03-12 19:39:00.246633,275.335,98.162,20.557,27.735,30.142,34.06,3.917,335.0,494.3,276.2
1426189155.0,2015-03-12 19:39:13.421696,2015-03-12 19:39:15.302059,276.188,98.47,20.559,27.701,30.11,34.029,3.919,334.9,494.3,276.1
1426189170.0,2015-03-12 19:39:28.455370,2015-03-12 19:39:30.333263,275.925,98.38,20.561,27.711,30.119,34.033,3.914,335.3,494.3,276.1
1426189215.0,2015-03-12 19:40:13.586562,2015-03-12 19:40:15.457938,275.829,98.358,20.567,27.712,30.12,34.037,3.917,335.2,494.2,275.9
1426189230.0,2015-03-12 19:40:28.613438,2015-03-12 19:40:30.485266,275.725,98.324,20.569,27.715,30.123,34.043,3.92,335.1,494.2,275.8
1426189245.0,2015-03-12 19:40:43.652141,2015-03-12 19:40:45.521774,275.452,98.231,20.571,27.725,30.133,34.047,3.915,335.1,494.2,275.7
1426189260.0,2015-03-12 19:40:58.688352,2015-03-12 19:41:00.558068,276.341,98.553,20.574,27.689,30.098,34.014,3.915,334.7,494.2,275.6
1426189275.0,2015-03-12 19:41:13.718915,2015-03-12 19:41:15.590611,275.357,98.206,20.575,27.727,30.135,34.05,3.916,335.2,494.1,275.6
1426189290.0,2015-03-12 19:41:28.752133,2015-03-12 19:41:30.621736,276.685,98.684,20.578,27.674,30.084,34.006,3.922,335.4,494.1,275.5
1426189319.0,2015-03-12 19:41:58.097679,2015-03-12 19:41:59.962145,281.617,100.444,20.578,27.484,29.901,33.884,3.983,336.3,495.5,275.5
1426189335.0,2015-03-12 19:42:13.135501,2015-03-12 19:42:15.004664,275.922,98.418,20.581,27.703,30.111,34.016,3.905,334.9,490.8,275.4
1426189350.0,2015-03-12 19:42:28.167376,2015-03-12 19:42:30.037259,276.257,98.544,20.584,27.689,30.098,34.007,3.909,334.8,489.7,275.3
1426189365.0,2015-03-12 19:42:43.213811,2015-03-12 19:42:45.082182,275.006,98.109,20.59,27.735,30.142,34.057,3.915,334.8,488.9,275.1
1426189380.0,2015-03-12 19:42:58.256551,2015-03-12 19:43:00.124985,276.253,98.569,20.598,27.683,30.092,34.01,3.917,334.6,488.3,274.8
1426189693.0,2015-03-12 19:48:11.531722,2015-03-12 19:48:13.399129,276.737,98.821,20.639,27.648,30.059,33.977,3.919,335.0,483.0,273.5
1426189708.0,2015-03-12 19:48:26.562732,2015-03-12 19:48:28.432200,277.432,99.08,20.644,27.619,30.031,33.948,3.917,334.9,482.9,273.3
1426189723.0,2015-03-12 19:48:41.596609,2015-03-12 19:48:43.463912,277.853,99.238,20.648,27.601,30.013,33.929,3.915,334.8,482.9,273.2
1426189738.0,2015-03-12 19:48:56.636907,2015-03-12 19:48:58.501493,277.542,99.134,20.652,27.612,30.024,33.938,3.914,334.8,482.9,273.1
1426189753.0,2015-03-12 19:49:11.686100,2015-03-12 19:49:13.550566,277.566,99.15,20.656,27.609,30.021,33.938,3.916,334.7,482.8,273.0
1426189768.0,2015-03-12 19:49:26.720331,2015-03-12 19:49:28.587201,277.263,99.051,20.66,27.619,30.031,33.947,3.916,334.7,482.7,272.8
1426189783.0,2015-03-12 19:49:41.760968,2015-03-12 19:49:43.629540,277.338,99.081,20.662,27.616,30.028,33.945,3.918,334.5,482.7,272.8
1426189798.0,2015-03-12 19:49:56.873045,2015-03-12 19:49:58.662340,278.091,99.353,20.663,27.586,29.999,33.912,3.913,334.5,482.7,272.7
1426189813.0,2015-03-12 19:50:11.827240,2015-03-12 19:50:13.694635,277.395,99.111,20.667,27.612,30.024,33.938,3.914,334.6,482.7,272.6
1426190416.0,2015-03-12 20:00:15.007490,2015-03-12 20:00:16.874274,278.294,99.609,20.757,27.541,29.956,33.869,3.913,334.2,481.9,269.7
1426190431.0,2015-03-12 20:00:30.039732,2015-03-12 20:00:31.906329,278.156,99.564,20.759,27.546,29.96,33.866,3.906,334.3,481.8,269.6
1426190447.0,2015-03-12 20:00:45.501533,2015-03-12 20:00:47.369988,277.764,99.43,20.762,27.559,29.974,33.88,3.906,334.3,481.7,269.5
1426190462.0,2015-03-12 20:01:00.545083,2015-03-12 20:01:02.409488,277.492,99.338,20.765,27.569,29.983,33.891,3.908,334.1,481.8,269.4
1426190477.0,2015-03-12 20:01:15.579804,2015-03-12 20:01:17.445661,277.92,99.496,20.768,27.551,29.966,33.874,3.908,333.8,481.7,269.3
1426190492.0,2015-03-12 20:01:30.605478,2015-03-12 20:01:32.471449,277.795,99.457,20.771,27.555,29.97,33.876,3.906,334.0,481.7,269.2
1426190507.0,2015-03-12 20:01:45.646639,2015-03-12 20:01:47.511203,278.323,99.651,20.773,27.534,29.949,33.855,3.906,333.9,481.7,269.2
1426190522.0,2015-03-12 20:02:00.680708,2015-03-12 20:02:02.544597,278.255,99.631,20.775,27.535,29.951,33.859,3.908,334.1,481.7,269.1
1426190538.0,2015-03-12 20:02:16.140751,2015-03-12 20:02:18.008090,277.33,99.3,20.775,27.571,29.985,33.897,3.912,333.8,481.6,269.1
1426190764.0,2015-03-12 20:06:02.985985,2015-03-12 20:06:04.849628,276.278,98.965,20.797,27.604,30.016,33.923,3.907,333.8,481.6,268.4
1426190779.0,2015-03-12 20:06:18.013100,2015-03-12 20:06:19.881822,277.493,99.406,20.8,27.555,29.97,33.873,3.904,333.7,481.7,268.3
1426190795.0,2015-03-12 20:06:33.253745,2015-03-12 20:06:35.116462,277.639,99.463,20.803,27.549,29.963,33.868,3.905,333.9,481.7,268.2
1426190810.0,2015-03-12 20:06:48.287084,2015-03-12 20:06:50.149451,278.091,99.626,20.803,27.531,29.946,33.852,3.905,333.8,481.5,268.2
1426190825.0,2015-03-12 20:07:03.318342,2015-03-12 20:07:05.182524,278.05,99.615,20.804,27.532,29.947,33.854,3.907,334.1,481.6,268.1
1426190840.0,2015-03-12 20:07:18.352072,2015-03-12 20:07:20.214810,277.617,99.462,20.806,27.548,29.963,33.869,3.906,333.8,481.5,268.1
1426190855.0,2015-03-12 20:07:33.811673,2015-03-12 20:07:35.668908,277.336,99.363,20.807,27.559,29.973,33.878,3.905,333.9,481.6,268.1
1426190870.0,2015-03-12 20:07:48.860899,2015-03-12 20:07:50.721774,278.137,99.653,20.808,27.527,29.943,33.846,3.903,333.8,481.6,268.0
1426190885.0,2015-03-12 20:08:03.886336,2015-03-12 20:08:05.754611,278.687,99.854,20.81,27.505,29.922,33.821,3.9,333.7,481.6,267.9
1426191006.0,2015-03-12 20:10:04.207580,2015-03-12 20:10:06.073473,277.659,99.504,20.82,27.541,29.956,33.864,3.908,334.2,481.6,267.6
1426191142.0,2015-03-12 20:12:20.441598,2015-03-12 20:12:22.306183,277.272,99.393,20.833,27.55,29.965,33.865,3.9,333.6,481.4,267.2
1426191157.0,2015-03-12 20:12:35.476421,2015-03-12 20:12:37.338304,277.734,99.56,20.834,27.532,29.948,33.854,3.906,333.6,481.3,267.2
1426191172.0,2015-03-12 20:12:50.507866,2015-03-12 20:12:52.369721,277.193,99.367,20.835,27.553,29.968,33.87,3.903,334.2,481.4,267.1
1426191187.0,2015-03-12 20:13:05.542998,2015-03-12 20:13:07.405539,277.657,99.535,20.836,27.535,29.95,33.853,3.903,333.8,481.3,267.1
1426191202.0,2015-03-12 20:13:20.575410,2015-03-12 20:13:22.438014,278.449,99.823,20.838,27.503,29.92,33.821,3.901,333.8,481.3,267.0
1426191217.0,2015-03-12 20:13:35.615843,2015-03-12 20:13:37.477833,276.73,99.208,20.839,27.57,29.984,33.892,3.908,333.8,481.3,267.0
1426191232.0,2015-03-12 20:13:50.649791,2015-03-12 20:13:52.511832,276.543,99.142,20.839,27.577,29.99,33.892,3.902,333.7,481.3,267.0
1426191247.0,2015-03-12 20:14:05.681754,2015-03-12 20:14:07.546601,276.113,98.989,20.84,27.593,30.006,33.91,3.904,333.6,481.4,267.0
1426191262.0,2015-03-12 20:14:20.729291,2015-03-12 20:14:22.579680,277.721,99.568,20.841,27.53,29.946,33.849,3.904,333.9,481.3,266.9
1426191608.0,2015-03-12 20:20:06.532877,2015-03-12 20:20:08.399700,276.797,99.3,20.873,27.553,29.968,33.873,3.905,333.7,481.3,265.9
1426191864.0,2015-03-12 20:24:22.161140,2015-03-12 20:24:24.015768,277.64,99.631,20.888,27.515,29.931,33.833,3.902,333.5,481.1,265.4
1426191879.0,2015-03-12 20:24:37.241281,2015-03-12 20:24:39.063981,276.556,99.243,20.888,27.557,29.971,33.871,3.899,333.5,481.2,265.4
1426191894.0,2015-03-12 20:24:52.312048,2015-03-12 20:24:54.161571,277.082,99.432,20.889,27.536,29.952,33.85,3.898,333.5,481.2,265.4
1426191909.0,2015-03-12 20:25:07.358446,2015-03-12 20:25:09.214598,276.966,99.391,20.889,27.541,29.956,33.853,3.897,333.5,481.1,265.4
1426191924.0,2015-03-12 20:25:22.385936,2015-03-12 20:25:24.244661,277.626,99.635,20.893,27.514,29.93,33.824,3.894,333.5,481.2,265.3
1426191939.0,2015-03-12 20:25:37.412576,2015-03-12 20:25:39.275656,276.682,99.3,20.895,27.55,29.964,33.863,3.899,333.7,481.2,265.2
1426191954.0,2015-03-12 20:25:52.456150,2015-03-12 20:25:54.314688,277.428,99.573,20.897,27.52,29.936,33.837,3.901,333.6,481.1,265.1
1426191969.0,2015-03-12 20:26:07.494588,2015-03-12 20:26:09.351547,277.225,99.501,20.898,27.527,29.943,33.845,3.902,333.6,481.1,265.1
1426191984.0,2015-03-12 20:26:22.538127,2015-03-12 20:26:24.389994,276.176,99.127,20.899,27.568,29.982,33.879,3.897,333.6,481.1,265.1
1426192571.0,2015-03-12 20:36:09.367497,2015-03-12 20:36:11.222618,277.455,99.648,20.93,27.505,29.922,33.822,3.9,333.6,480.9,264.0
1426192586.0,2015-03-12 20:36:24.424413,2015-03-12 20:36:26.270344,276.121,99.172,20.932,27.557,29.971,33.869,3.898,333.7,480.9,264.0
1426192601.0,2015-03-12 20:36:39.450466,2015-03-12 20:36:41.303779,276.689,99.377,20.933,27.534,29.95,33.843,3.894,333.7,480.9,264.0
1426192616.0,2015-03-12 20:36:54.492848,2015-03-12 20:36:56.346064,276.715,99.387,20.933,27.533,29.949,33.845,3.896,333.6,480.8,264.0
1426192631.0,2015-03-12 20:37:09.525802,2015-03-12 20:37:11.378790,277.246,99.578,20.933,27.512,29.929,33.825,3.896,333.5,480.8,263.9
1426192646.0,2015-03-12 20:37:24.556691,2015-03-12 20:37:26.411548,276.604,99.35,20.935,27.537,29.952,33.849,3.897,333.6,480.8,263.9
1426192661.0,2015-03-12 20:37:39.591024,2015-03-12 20:37:41.444661,276.487,99.311,20.936,27.541,29.956,33.854,3.898,333.5,480.9,263.8
1426192676.0,2015-03-12 20:37:54.620927,2015-03-12 20:37:56.476453,276.689,99.386,20.937,27.532,29.948,33.84,3.892,333.6,480.9,263.8
1426192691.0,2015-03-12 20:38:09.652987,2015-03-12 20:38:11.508619,276.766,99.414,20.938,27.529,29.945,33.84,3.895,333.3,480.9,263.8
1426193292.0,2015-03-12 20:48:11.061005,2015-03-12 20:48:12.915061,276.87,99.52,20.973,27.512,29.928,33.825,3.897,333.6,480.7,262.7
1426193307.0,2015-03-12 20:48:26.095369,2015-03-12 20:48:27.947560,275.02,98.854,20.972,27.584,29.997,33.893,3.896,333.5,480.7,262.7
1426193322.0,2015-03-12 20:48:41.130473,2015-03-12 20:48:42.980322,276.494,99.386,20.973,27.526,29.942,33.837,3.895,333.6,480.6,262.6
1426193338.0,2015-03-12 20:48:56.161196,2015-03-12 20:48:58.012603,277.588,99.78,20.973,27.483,29.901,33.795,3.894,333.5,480.6,262.6
1426193353.0,2015-03-12 20:49:11.192461,2015-03-12 20:49:13.044715,276.513,99.397,20.975,27.524,29.94,33.832,3.892,333.6,480.6,262.6
1426193368.0,2015-03-12 20:49:26.236884,2015-03-12 20:49:28.081500,275.832,99.154,20.976,27.551,29.965,33.859,3.894,333.6,480.6,262.5
1426193383.0,2015-03-12 20:49:41.277181,2015-03-12 20:49:43.124542,275.833,99.157,20.978,27.55,29.965,33.858,3.893,333.4,480.6,262.5
1426193398.0,2015-03-12 20:49:56.322894,2015-03-12 20:49:58.171858,277.727,99.842,20.98,27.475,29.893,33.785,3.892,333.7,480.7,262.4
1426193413.0,2015-03-12 20:50:11.360295,2015-03-12 20:50:13.214146,276.626,99.45,20.981,27.517,29.934,33.832,3.899,333.8,480.8,262.4
1426194014.0,2015-03-12 21:00:12.928177,2015-03-12 21:00:14.776639,273.987,98.859,21.167,27.548,29.963,33.865,3.902,332.7,481.1,256.3
1426194029.0,2015-03-12 21:00:27.975358,2015-03-12 21:00:29.811895,274.156,98.925,21.169,27.54,29.956,33.858,3.902,332.7,481.1,256.3
1426194044.0,2015-03-12 21:00:42.999182,2015-03-12 21:00:44.845630,275.796,99.521,21.171,27.475,29.893,33.791,3.898,332.8,481.0,256.2
1426194059.0,2015-03-12 21:00:58.033913,2015-03-12 21:00:59.882214,274.65,99.112,21.174,27.519,29.935,33.832,3.896,332.4,481.0,256.1
1426194074.0,2015-03-12 21:01:13.066948,2015-03-12 21:01:14.912854,274.482,99.056,21.176,27.525,29.941,33.836,3.896,332.7,480.9,256.0
1426194089.0,2015-03-12 21:01:28.098540,2015-03-12 21:01:29.944830,274.713,99.144,21.179,27.515,29.931,33.829,3.898,332.5,480.9,256.0
1426194104.0,2015-03-12 21:01:43.140187,2015-03-12 21:01:44.986198,273.728,98.793,21.181,27.553,29.967,33.868,3.901,332.5,480.8,255.9
1426194120.0,2015-03-12 21:01:58.171660,2015-03-12 21:02:00.019865,272.984,98.529,21.183,27.581,29.994,33.89,3.896,332.5,480.8,255.8
1426194135.0,2015-03-12 21:02:13.207668,2015-03-12 21:02:15.053516,275.032,99.273,21.186,27.5,29.917,33.815,3.898,332.5,480.8,255.7
1426194150.0,2015-03-12 21:02:28.295235,2015-03-12 21:02:30.137909,273.797,98.833,21.188,27.547,29.962,33.86,3.898,332.6,480.8,255.6
1426194736.0,2015-03-12 21:12:14.658039,2015-03-12 21:12:16.500105,272.924,98.733,21.3,27.537,29.953,33.853,3.901,332.8,482.3,252.0
1426194751.0,2015-03-12 21:12:29.703819,2015-03-12 21:12:31.543109,273.333,98.886,21.303,27.521,29.936,33.833,3.896,332.7,482.3,251.9
1426194766.0,2015-03-12 21:12:44.746605,2015-03-12 21:12:46.586600,272.736,98.674,21.305,27.543,29.958,33.857,3.899,332.7,482.3,251.8
1426194781.0,2015-03-12 21:12:59.775262,2015-03-12 21:13:01.621596,273.747,99.044,21.307,27.503,29.919,33.819,3.9,332.7,482.2,251.8
1426194796.0,2015-03-12 21:13:14.806566,2015-03-12 21:13:16.651670,273.244,98.867,21.31,27.521,29.937,33.836,3.899,332.5,482.2,251.7
1426194811.0,2015-03-12 21:13:29.841191,2015-03-12 21:13:31.684923,274.033,99.157,21.312,27.49,29.907,33.803,3.896,332.7,482.2,251.6
1426194826.0,2015-03-12 21:13:44.873942,2015-03-12 21:13:46.716624,273.507,98.971,21.314,27.509,29.926,33.825,3.899,332.7,482.1,251.5
1426194841.0,2015-03-12 21:13:59.908074,2015-03-12 21:14:01.749097,272.852,98.739,21.317,27.534,29.949,33.847,3.898,332.7,482.1,251.4
1426194856.0,2015-03-12 21:14:14.939655,2015-03-12 21:14:16.781943,273.734,99.063,21.319,27.498,29.915,33.813,3.898,332.4,482.1,251.4
1426195459.0,2015-03-12 21:24:17.546564,2015-03-12 21:24:19.387463,284.597,103.197,21.42,27.043,29.479,33.38,3.902,334.7,481.7,248.1
1426195474.0,2015-03-12 21:24:32.877838,2015-03-12 21:24:34.716960,272.944,98.976,21.423,27.489,29.906,33.823,3.917,332.2,481.6,248.0
1426195489.0,2015-03-12 21:24:47.921472,2015-03-12 21:24:49.759145,273.391,99.144,21.426,27.47,29.888,33.787,3.899,332.2,481.6,247.9
1426195504.0,2015-03-12 21:25:02.974876,2015-03-12 21:25:04.807889,275.843,100.039,21.428,27.373,29.795,33.661,3.866,332.9,482.0,247.8
1426195519.0,2015-03-12 21:25:18.009462,2015-03-12 21:25:19.847889,255.109,92.525,21.432,28.216,30.603,34.505,3.902,332.9,481.5,247.7
1426195534.0,2015-03-12 21:25:33.038634,2015-03-12 21:25:34.881288,272.989,99.016,21.435,27.483,29.9,33.801,3.901,332.3,481.6,247.6
1426195549.0,2015-03-12 21:25:48.077016,2015-03-12 21:25:49.915473,273.156,99.082,21.438,27.475,29.893,33.795,3.902,332.2,481.5,247.5
1426195565.0,2015-03-12 21:26:03.525583,2015-03-12 21:26:05.367872,272.491,98.847,21.441,27.5,29.916,33.781,3.864,331.9,481.0,247.4
1426195580.0,2015-03-12 21:26:18.562031,2015-03-12 21:26:20.400687,273.345,99.163,21.444,27.465,29.883,33.787,3.904,332.3,481.5,247.3
1426195806.0,2015-03-12 21:30:04.946777,2015-03-12 21:30:06.792312,273.77,99.415,21.495,27.429,29.848,33.753,3.904,332.1,481.1,245.7
1426196003.0,2015-03-12 21:33:21.660471,2015-03-12 21:33:23.496568,271.308,98.602,21.537,27.509,29.926,33.824,3.899,331.9,480.7,244.3
1426196184.0,2015-03-12 21:36:23.020640,2015-03-12 21:36:24.856237,273.031,99.303,21.576,27.426,29.846,33.802,3.956,331.3,479.9,243.0
1426196199.0,2015-03-12 21:36:38.045370,2015-03-12 21:36:39.882088,272.685,99.183,21.579,27.438,29.858,33.763,3.905,331.6,480.2,242.9
1426196214.0,2015-03-12 21:36:53.077928,2015-03-12 21:36:54.915617,273.015,99.31,21.582,27.424,29.844,33.745,3.901,335.4,480.2,242.8
1426196229.0,2015-03-12 21:37:08.114930,2015-03-12 21:37:09.950293,272.442,99.107,21.585,27.445,29.864,33.773,3.909,331.4,480.2,242.7
1426196245.0,2015-03-12 21:37:23.582641,2015-03-12 21:37:25.410467,272.089,98.985,21.588,27.458,29.877,33.784,3.907,331.1,480.2,242.6
1426196260.0,2015-03-12 21:37:38.604282,2015-03-12 21:37:40.444284,272.529,99.15,21.591,27.44,29.859,33.703,3.845,331.3,479.8,242.5
1426196275.0,2015-03-12 21:37:53.639083,2015-03-12 21:37:55.472107,271.228,98.683,21.594,27.49,29.907,33.806,3.899,331.6,480.1,242.4
1426196290.0,2015-03-12 21:38:08.690795,2015-03-12 21:38:10.522732,271.871,98.922,21.597,27.463,29.882,33.784,3.902,327.4,480.1,242.3
1426196305.0,2015-03-12 21:38:23.726416,2015-03-12 21:38:25.568042,272.687,99.225,21.6,27.43,29.85,33.751,3.902,331.3,480.1,242.2
1426196396.0,2015-03-12 21:39:54.359309,2015-03-12 21:39:56.193762,271.803,98.937,21.618,27.458,29.877,33.763,3.887,331.7,480.4,241.7
1426196803.0,2015-03-12 21:46:41.652401,2015-03-12 21:46:43.482168,273.338,99.471,21.605,27.403,29.823,33.751,3.927,332.1,477.0,242.1
1426196818.0,2015-03-12 21:46:56.697197,2015-03-12 21:46:58.525077,274.009,99.709,21.602,27.377,29.799,33.705,3.906,332.4,477.3,242.2
1426196833.0,2015-03-12 21:47:12.153033,2015-03-12 21:47:13.986828,272.995,99.336,21.599,27.418,29.838,33.741,3.903,332.3,477.4,242.3
1426196849.0,2015-03-12 21:47:27.172732,2015-03-12 21:47:29.012252,285.84,104.01,21.599,26.927,29.368,33.268,3.9,330.5,477.5,242.3
1426196894.0,2015-03-12 21:48:12.314718,2015-03-12 21:48:14.134288,277.097,100.831,21.601,27.258,29.685,33.534,3.849,332.3,478.0,242.2
1426196909.0,2015-03-12 21:48:27.769137,2015-03-12 21:48:29.602881,265.912,96.767,21.604,27.699,30.108,34.004,3.896,328.1,477.7,242.1
1426196924.0,2015-03-12 21:48:42.791287,2015-03-12 21:48:44.625802,273.512,99.53,21.602,27.397,29.818,33.723,3.905,332.1,477.7,242.2
1426196939.0,2015-03-12 21:48:57.828508,2015-03-12 21:48:59.661006,272.781,99.265,21.603,27.425,29.845,33.739,3.894,332.3,477.7,242.1
1426196954.0,2015-03-12 21:49:12.856047,2015-03-12 21:49:14.689817,272.753,99.26,21.606,27.425,29.845,33.671,3.826,332.0,477.6,242.1
1426196969.0,2015-03-12 21:49:27.880412,2015-03-12 21:49:29.713131,272.542,99.183,21.606,27.434,29.853,33.755,3.902,332.0,477.8,242.0
1426196984.0,2015-03-12 21:49:42.914850,2015-03-12 21:49:44.747075,262.225,95.431,21.607,27.849,30.251,34.154,3.902,335.3,477.8,242.0
1426197015.0,2015-03-12 21:50:13.403893,2015-03-12 21:50:15.245302,273.036,99.367,21.608,27.413,29.834,33.744,3.91,332.2,477.8,242.0
1426197030.0,2015-03-12 21:50:28.463249,2015-03-12 21:50:30.296296,273.109,99.395,21.609,27.41,29.831,33.721,3.89,332.4,478.4,242.0
1426197045.0,2015-03-12 21:50:43.912496,2015-03-12 21:50:45.744410,258.982,94.255,21.609,27.982,30.379,34.294,3.915,332.5,477.7,241.9
1426197060.0,2015-03-12 21:50:58.947203,2015-03-12 21:51:00.779162,273.559,99.563,21.611,27.392,29.813,33.712,3.899,332.1,477.8,241.9
1426197075.0,2015-03-12 21:51:13.967848,2015-03-12 21:51:15.803765,272.637,99.228,21.611,27.428,29.848,33.748,3.9,332.4,477.7,241.9
1426197090.0,2015-03-12 21:51:29.001666,2015-03-12 21:51:30.835443,272.747,99.266,21.61,27.424,29.844,33.779,3.935,332.2,478.1,241.9
1426197105.0,2015-03-12 21:51:44.037079,2015-03-12 21:51:45.868614,273.615,99.583,21.611,27.389,29.811,33.707,3.896,332.4,477.6,241.9
1426197120.0,2015-03-12 21:51:59.060231,2015-03-12 21:52:00.896696,258.725,94.165,21.611,27.992,30.389,34.289,3.9,329.7,477.6,241.9
1426197135.0,2015-03-12 21:52:14.107224,2015-03-12 21:52:15.934841,272.474,99.168,21.611,27.434,29.854,33.748,3.894,332.1,477.7,241.9
1426197150.0,2015-03-12 21:52:29.143252,2015-03-12 21:52:30.971232,272.716,99.255,21.61,27.425,29.845,33.747,3.903,332.0,477.7,241.9
1426197166.0,2015-03-12 21:52:44.176597,2015-03-12 21:52:46.004877,274.796,100.013,21.611,27.343,29.767,33.597,3.83,332.0,477.8,241.9
1426197181.0,2015-03-12 21:52:59.213040,2015-03-12 21:53:01.050263,256.169,93.233,21.61,28.1,30.492,34.395,3.903,331.6,477.7,241.9
1426197196.0,2015-03-12 21:53:14.244236,2015-03-12 21:53:16.075247,272.644,99.232,21.612,27.427,29.847,33.743,3.896,332.3,477.6,241.9
1426197211.0,2015-03-12 21:53:29.267984,2015-03-12 21:53:31.099416,272.613,99.221,21.612,27.428,29.848,33.746,3.897,332.3,477.7,241.9
1426197617.0,2015-03-12 22:00:15.198106,2015-03-12 22:00:17.030528,273.073,99.378,21.606,27.413,29.833,33.732,3.899,332.5,477.8,242.0
1426197632.0,2015-03-12 22:00:30.225033,2015-03-12 22:00:32.051369,276.336,100.567,21.607,27.285,29.711,33.607,3.897,333.9,477.8,242.0
1426197647.0,2015-03-12 22:00:45.560821,2015-03-12 22:00:47.390534,273.218,99.428,21.605,27.407,29.828,33.772,3.944,332.3,477.9,242.1
1426197662.0,2015-03-12 22:01:00.596744,2015-03-12 22:01:02.425945,272.689,99.237,21.606,27.428,29.847,33.742,3.894,332.3,477.7,242.0
1426197677.0,2015-03-12 22:01:15.629759,2015-03-12 22:01:17.460855,261.94,95.325,21.606,27.861,30.263,34.183,3.921,332.2,477.7,242.1
